Type;Node;Parameter;Value;Person;Image_Path;Image_Type
bypass;PhotoMakerEncode;N/A;N/A;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\bypass\PhotoMakerEncode\lady_gaga_retrato_00001_.png;generated
bypass;PhotoMakerEncode;N/A;N/A;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\bypass\PhotoMakerEncode\mae_jeminson_retrato_00001_.png;generated
bypass;PhotoMakerEncode;N/A;N/A;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\bypass\PhotoMakerEncode\reina_elizabeth_retrato_00001_.png;generated
parameters;AutoCropFaces;scale_factor;0_5;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\AutoCropFaces\scale_factor\0_5\dolly_parton_retrato_00001_.png;generated
parameters;AutoCropFaces;scale_factor;0_5;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\AutoCropFaces\scale_factor\0_5\lady_gaga_retrato_00001_.png;generated
parameters;AutoCropFaces;scale_factor;0_5;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\AutoCropFaces\scale_factor\0_5\maya_angelou_retrato_00001_.png;generated
parameters;AutoCropFaces;scale_factor;0_5;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\AutoCropFaces\scale_factor\0_5\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_3;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_3\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\lady_gaga_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\lebron_james_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\marilyn_monroe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_4;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_4\sylvester_stallone_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\alan_turing_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\albert_einstein_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\charles_dickens_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\jackie_chan_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\jrr_tolkien_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\lady_gaga_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\lebron_james_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\mae_jeminson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\maria_montessori_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\marie_curie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\marilyn_monroe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\morgan_freeman_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\mrbean_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\rafa_nadal_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\rey_felipe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-0_5;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-0_5\sylvester_stallone_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\alan_turing_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\albert_einstein_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\charles_dickens_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\jackie_chan_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\jane_goodall_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\jrr_tolkien_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\katherine_johnson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\lady_gaga_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\lebron_james_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\mae_jeminson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\maria_montessori_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\marie_curie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\marilyn_monroe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\maya_angelou_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\morgan_freeman_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\mrbean_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\nikola_tesla_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\rafa_nadal_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\rey_felipe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\sylvester_stallone_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;-1_0;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\-1_0\yayoi_kusama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;1_5;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\1_5\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;1_5;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\1_5\nikola_tesla_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\jane_goodall_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\mae_jeminson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\maria_montessori_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_0;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_0\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\alan_turing_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\albert_einstein_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\charles_dickens_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\jackie_chan_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\jane_goodall_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\jrr_tolkien_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\katherine_johnson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\lebron_james_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\mae_jeminson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\maria_montessori_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\marie_curie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\marilyn_monroe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\maya_angelou_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\morgan_freeman_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\mrbean_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\nikola_tesla_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\rafa_nadal_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\rey_felipe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\sylvester_stallone_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;2_5;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\2_5\yayoi_kusama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\alan_turing_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\albert_einstein_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\charles_dickens_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\cristiano_retrato_00001_.png;generated
