Type;Node;Parameter;Value;Person;Image_Path;Image_Type
parameters;IPAdapterAdvanced;weight;3_0;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\jackie_chan_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\jane_goodall_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\jrr_tolkien_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\katherine_johnson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\lebron_james_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\mae_jeminson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\maria_montessori_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\marie_curie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\marilyn_monroe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\maya_angelou_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\morgan_freeman_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\mrbean_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\nikola_tesla_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\rafa_nadal_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\rey_felipe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\sylvester_stallone_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_0;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_0\yayoi_kusama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\alan_turing_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\albert_einstein_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\charles_dickens_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\jackie_chan_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\jane_goodall_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\jrr_tolkien_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\katherine_johnson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\lady_gaga_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\lebron_james_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\mae_jeminson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\maria_montessori_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\marie_curie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\marilyn_monroe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\maya_angelou_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\morgan_freeman_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\mrbean_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\nikola_tesla_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\rafa_nadal_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\rey_felipe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\sylvester_stallone_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;3_5;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\3_5\yayoi_kusama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\alan_turing_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\albert_einstein_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\charles_dickens_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\jackie_chan_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\jane_goodall_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\jrr_tolkien_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\katherine_johnson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\lady_gaga_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\lebron_james_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\mae_jeminson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\maria_montessori_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\marie_curie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\marilyn_monroe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\maya_angelou_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\morgan_freeman_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\mrbean_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\nikola_tesla_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\rafa_nadal_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\rey_felipe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\sylvester_stallone_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_0;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_0\yayoi_kusama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\alan_turing_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\albert_einstein_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\charles_dickens_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\jackie_chan_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;jane_goodall;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\jane_goodall_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;jrr_tolkien;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\jrr_tolkien_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;katherine_johnson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\katherine_johnson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;lady_gaga;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\lady_gaga_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;lebron_james;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\lebron_james_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;mae_jeminson;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\mae_jeminson_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;maria_montessori;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\maria_montessori_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;marie_curie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\marie_curie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;marilyn_monroe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\marilyn_monroe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;maya_angelou;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\maya_angelou_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;messi;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\messi_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;michelle_obama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\michelle_obama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;morgan_freeman;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\morgan_freeman_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;mrbean;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\mrbean_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;nikola_tesla;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\nikola_tesla_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;rafa_nadal;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\rafa_nadal_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;reina_elizabeth;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\reina_elizabeth_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;rey_felipe;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\rey_felipe_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;sylvester_stallone;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\sylvester_stallone_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;4_5;yayoi_kusama;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\4_5\yayoi_kusama_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;agatha_christie;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\agatha_christie_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;alan_turing;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\alan_turing_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;albert_einstein;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\albert_einstein_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;alexia_putellas;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\alexia_putellas_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;charles_dickens;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\charles_dickens_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;cristiano;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\cristiano_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;dolly_parton;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\dolly_parton_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;freddie_mercury;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\freddie_mercury_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;grace_kelly;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\grace_kelly_retrato_00001_.png;generated
parameters;IPAdapterAdvanced;weight;5_0;jackie_chan;C:\Users\tonir\TFG\outputs_refacer\parameters\IPAdapterAdvanced\weight\5_0\jackie_chan_retrato_00001_.png;generated
